QUEST_LV_0300_20150717_000013	魔族と女神、そして石化した都市(1)	마족과 여신들, 그리고 석화된 도시(1)				
QUEST_LV_0300_20150717_000014	探知機作動チェック(2)	탐지기 작동 점검(2)				
QUEST_LV_0300_20150717_000015	魔族と女神、そして石化した都市(2)	마족과 여신들, 그리고 석화된 도시(2)				
QUEST_LV_0300_20150717_000016	探知機作動チェック(3)	탐지기 작동 점검(3)				
QUEST_LV_0300_20150717_000017	探知機作動チェック(4)	탐지기 작동 점검(4)				
QUEST_LV_0300_20150717_000018	霊魂を導くことについて	영혼의 인도에 대해				
QUEST_LV_0300_20150717_000019	探知機を修理しています	탐지기를 수리 하는 중				
QUEST_LV_0300_20150717_000020	修理中/MAKING/3/TRACK_AFTER/None	수리 중/MAKING/3/TRACK_AFTER/None				
QUEST_LV_0300_20150717_000021	探知機作動チェック(5)	탐지기 작동 점검(5)				
QUEST_LV_0300_20150717_000022	修理中/MAKING/3/TRACK_BEFORE/None	수리 중/MAKING/3/TRACK_BEFORE/None				
QUEST_LV_0300_20150717_000023	Notice/!/部品がしっかり固定されていません。{nl}紐のような物が必要です！#5	Notice/!/부품이 잘 고정되지 않습니다{nl}끈 같은 것이 필요할 것 같습니다!#5				
QUEST_LV_0300_20150717_000024	Notice/!/紐を手に入れてください#5	Notice/!/끈을 구해와야 합니다#5				
QUEST_LV_0300_20150717_000025	霊魂を導くために	영혼의 인도를 위해				
QUEST_LV_0300_20150717_000026	もう安心だ	이제 안심해도 된다고 한다				
QUEST_LV_0300_20150717_000027	装置を調べています/LOOK/2/TRACK_BEFORE/None	장치를 살펴 보는 중/LOOK/2/TRACK_BEFORE/None				
QUEST_LV_0300_20150717_000028	Notice/!/装置に触れると、霊魂が抜け出すような感じがします。{nl}だんだん力が抜けてきました！	Notice/!/장치를 만지자 영혼이 빠져 나가는 기분입니다!{nl}점점 기운이 없어지고 있습니다!				
QUEST_LV_0300_20150717_000029	Notice/これで力を取り戻せそうです#5	Notice/이제 기운을 차릴 수 있을 것 같습니다#5				
QUEST_LV_0300_20150717_000030	望みはただ一つ(1)	바라는 것은 오직(1)				
QUEST_LV_0300_20150717_000031	死を望む理由について	죽음을 바라는 이유에 대해				
QUEST_LV_0300_20150717_000032	望みはただ一つ(3)	바라는 것은 오직(3)				
QUEST_LV_0300_20150717_000033	望みはただ一つ(2)	바라는 것은 오직(2)				
QUEST_LV_0300_20150717_000034	クレリックマスターのところへ行く	클레릭 마스터에게 가 본다고 한다				
QUEST_LV_0300_20150717_000035	もう協力できない	이제 협조할 수 없다				
QUEST_LV_0300_20150717_000036	端末機破壊(1)	단말기 파괴(1)				
QUEST_LV_0300_20150717_000037	本体と端末機について	본체와 단말기에 대해				
QUEST_LV_0300_20150717_000038	Notice/!/モンスターの攻撃を避けて端末機を破壊してください！#5	Notice/!/몬스터의 공격을 피해 단말기를 파괴하세요!#5				
QUEST_LV_0300_20150717_000039	端末機破壊(2)	단말기 파괴(2)				
QUEST_LV_0300_20150717_000040	爆薬の粉を入れて点火しています/FIRE/2/TRACK_BEFORE/None	폭약가루를 놓고 점화하는 중/FIRE/2/TRACK_BEFORE/None				
QUEST_LV_0300_20150717_000041	Notice/端末機が爆発して消えました！#5	Notice/단말기가 폭발하면서 사라졌습니다!#5				
QUEST_LV_0300_20150717_000042	端末機破壊(3)	단말기 파괴(3)				
QUEST_LV_0300_20150717_000043	そして、永久の眠りへ(1)	그리고 영원한 안식(1)				
QUEST_LV_0300_20150717_000044	最後に言うことがあるなら	마지막으로 할 말이 있다면				
QUEST_LV_0300_20150717_000045	そして、永久の眠りへ(2)	그리고 영원한 안식(2)				
QUEST_LV_0300_20150717_000046	オーブを設置しています/MAKING/3/TRACK_BEFORE/None	오브를 설치 하는 중/MAKING/3/TRACK_BEFORE/None				
QUEST_LV_0300_20150717_000047	そして、永久の眠りへ(3)	그리고 영원한 안식(3)				
QUEST_LV_0300_20150717_000048	あいさつする	인사한다				
QUEST_LV_0300_20150717_000049	Notice/シュトリガイラの望みが叶ったようです#5	Notice/쉬트리가일라가 원하는 것이 이루어 진 것 같습니다#5				
QUEST_LV_0300_20150717_000050	探知機作動チェック	탐지기 작동 점검				
QUEST_LV_0300_20150717_000051	クポルメイーレと話す	큐폴 메일레와 대화				
QUEST_LV_0300_20150717_000052	石化の霜から助けてくれたクポルと話してみましょう。	석화서리로부터 구해 준 큐폴과 대화해 보세요.				
QUEST_LV_0300_20150717_000053	石化探知機を確認する	석화 탐지기들을 살펴 보기	QUEST_LV_0200_20150714_008215	石化探知機確認	석화 탐지기 확인	
QUEST_LV_0300_20150717_000054	クポルメイーレが石化の霜の影響を受けず安全に霊魂たちを導けるよう、この地域のまだ行っていない場所にある探知機をすべて調べてください。	큐폴 메일레가 석화서리로부터 안전하게 영혼들을 인도할 수 있도록 이 지역의, 아직 가보지 않은 곳의 탐지기를 모두 점검 하세요.				
QUEST_LV_0300_20150717_000055	クポルメイーレのところに戻る	큐폴 메일레에게 돌아가기				
QUEST_LV_0300_20150717_000056	入口の方にあった探知機を除く4台の探知機をすべて調べました。クポルメイーレのところに戻って状況を伝えてください。	입구 쪽에 있던 탐지기를 제외한 4개의 탐지기를 모두 조사했습니다. 이제 큐폴 메일레에게 돌아가서 상황을 전해 주세요.				
QUEST_LV_0300_20150717_000057	故障した探知機を再び作動させるために伝えなければならないことがあります。クポルメイーレと話してください。	고장난 탐지기를 다시 작동 시키기 위해 전할 말이 있습니다. 큐폴 메일레와 다시 대화하세요.				
QUEST_LV_0300_20150717_000058	王国軍レティアに会う	왕국군 레티아 만나기				
QUEST_LV_0300_20150717_000059	石化探知機を設置したのは王国軍だというクポルが言っていたので、ベルクティ広場にいる王国軍の将校レティアを訪ねてみましょう。	석화탐지기를 설치 한 것은 왕국군이라는 큐폴의 말에 따라 베르크티 광장의 왕국군 장교 레티아를 찾아가 봅시다.				
QUEST_LV_0300_20150717_000060	沿岸要塞の作動しない石化探知機について、王国軍レティアと話してみましょう。	연안요새의 작동하지 않는 석화탐지기에 대해 왕국군 레티아와 대화를 더 나눠보세요.				
QUEST_LV_0300_20150717_000061	石化探知機の部品入手	석화 탐지기 부품 구하기				
QUEST_LV_0300_20150717_000062	王国軍レティアに言われた通り、沿岸要塞に派遣された兵士たちを探してみましょう。もしも彼らに万が一のことがあった場合は、亡骸から部品を手に入れなければなりません。またはその周辺のモンスターを狩ってみましょう。	왕국군 레티아의 말에 따라, 연안요새로 파견 나간 병사들을 찾아 봅시다. 혹시라도 그들이 사고를 당했다면 시신에서라도 부품을 얻어야 할 것입니다. 또는 그 주변의 몬스터들도 사냥 해 봅시다.				
QUEST_LV_0300_20150717_000063	クポルメイーレに会う	큐폴 메일레 만나기				
QUEST_LV_0300_20150717_000064	王国軍の兵士たちは残念ながら助かりませんでしたが、 部品は回収できました。石化探知機を修理しに行く前に、このことをクポルに伝えてください。	왕국군 병사들은 안타깝게도 변을 당했지만 부품들은 무사히 모두 구했습니다. 이제 석화탐지기를 수리하러 가기 전에 이 사실을 큐폴에게 알려 주세요.				
QUEST_LV_0300_20150717_000065	石化探知機を修理しに行く前に、今の状況についてクポルメイーレと話してみましょう。	석화 탐지기를 수리하러 가기 전에, 이런 상황에 대해 큐폴 메일레와 대화 해 봅시다.				
QUEST_LV_0300_20150717_000066	石化探知機の修理	석화 탐지기 수리				
QUEST_LV_0300_20150717_000067	作動しなかった一つ目の石化探知機を修理してください。	작동하지 않았던 첫 번째 석화 탐지기를 수리 하세요.				
QUEST_LV_0300_20150717_000068	石化探知機の修理を邪魔するモンスターを退治しました。これで安心して石化探知機を修理できそうです。	석화 탐지기를 수리 하려고 하자 달려 든 몬스터들을 모두 물리쳤습니다. 이제 안심하고 석화 탐지기를 수리 할 수 있을 것 같습니다.				
QUEST_LV_0300_20150717_000069	三つ目の石化探知機の修理	세 번째 석화 탐지기 수리				
QUEST_LV_0300_20150717_000070	では、三つ目の石化探知機を修理しに行ってください。	이제 세 번째 석화 탐지기를 수리하러 가세요.				
QUEST_LV_0300_20150717_000071	固定する紐入手	고정할 끈 구하기				
QUEST_LV_0300_20150717_000072	探知機の部品をしっかり固定するために紐が必要です。モンスターから手に入れてみましょう。	탐지기의 부품을 달고 잘 고정 시켜 줄 노끈이 필요 할 것 같습니다. 몬스터들로부터 구해 봅시다.				
QUEST_LV_0300_20150717_000073	固定する紐を集めました。三つ目の石化探知機を修理してください。	고정 할 끈을 모두 구했습니다. 이제 세 번째 석화 탐지기를  수리 하세요.				
QUEST_LV_0300_20150717_000074	モンスターを狩って%s入手	몬스터를 사냥하여 %s 구하기	QUEST_LV_0200_20150317_002484	モンスターから%s収集	몬스터에게서 %s 수집	
QUEST_LV_0300_20150717_000075	モンスターを狩って紐入手	몬스터를 사냥하여 노끈 구하기				
QUEST_LV_0300_20150717_000076	石化探知機をすべて修理しました。{nl}クポルメイーレに伝えてください。	석화 탐지기를 모두 수리했습니다. 이 사실을 큐폴 메일레에게 알려 주세요.				
QUEST_LV_0300_20150717_000077	怪しい装置を確認する	수상한 장치 살펴 보기				
QUEST_LV_0300_20150717_000078	謎の装置に近寄ると、何かに引き寄せられるようにその前に移動してしまいます。一体この装置は何なのでしょうか。触ってみれば分かるかもしれません。	알 수 없는 장치에 다가가면 무언가에 이끌리듯이 그 앞으로 이동하게 됩니다. 과연 이 장치는 무엇일까요. 만져 보면 알 수 있지 않을까요?				
QUEST_LV_0300_20150717_000079	シュトリガイラを訪ねる	쉬트리가일라 찾아 가기				
QUEST_LV_0300_20150717_000080	霊魂が抜けていっているのか、だんだん力が入らなくなってきました。 この状況から救ってくれる誰かを探してください。	영혼이 빠져 나가고 있는 것인지, 점점 기운이 없어지는 것 같습니다. 이 상황을 풀어 줄 누군가를 찾아 보세요.				
QUEST_LV_0300_20150717_000081	望みはただ一つ	바라는 것은 오직				
QUEST_LV_0300_20150717_000082	シュトリガイラと話す	쉬트리가일라와 대화				
QUEST_LV_0300_20150717_000083	どうやら、シュトリガイラの事情を聞く必要がありそうです。	아무래도 쉬트리가일라의 사연을 들어봐야 할 것 같습니다.				
QUEST_LV_0300_20150717_000084	毒草を集める	독초 구하기				
QUEST_LV_0300_20150717_000085	シュトリガイラから、啓示者ならば自分が死ねるよう力を貸すべきだから毒草を集めてほしいと頼まれました。指示された場所へ行って毒草を集めてください。	쉬트리가일라는 계시자로서 자신의 죽음에 도움을 주는 것도 나쁘지 않을 것이라면서 독초를 구해다 달라고 하고 있습니다. 그가 말한 곳으로 가서 독초를 구해 오세요.				
QUEST_LV_0300_20150717_000086	シュトリガイラに毒草を届ける	쉬트리가일라에게 독초 갖다 주기				
QUEST_LV_0300_20150717_000087	シュトリガイラが言っていた毒草を集めました。シュトリガイラに届けてください。	쉬트리가일라가 말한 독초를 모두 구한 것 같습니다. 이제 돌아가 이 독초들을 쉬트리가일레에게 전해 주세요.				
QUEST_LV_0300_20150717_000088	シュトリガイラに必要な聖水を手に入れるため、クレリックマスターと話してください。	쉬트리가일라에게 필요한 성수를 얻기 위해 클레릭 마스터와 대화 하세요.				
QUEST_LV_0300_20150717_000089	シュトリガイラのところに戻る	쉬트리가일라에게 돌아가기				
QUEST_LV_0300_20150717_000090	クレリックマスターは断固として拒絶しました。残念ですが、このことをシュトリガイラに伝えてください。	클레릭 마스터는 완강하게 거절 했습니다. 아쉽지만 어쨌든 이 사실을 쉬트리가일라에게 전해 주세요.				
QUEST_LV_0300_20150717_000091	シュトリガイラが毒草を食べましたが、効果は無いようです。また彼に話しかけてください。	쉬트리가일라에게 독초를 건네주었고, 그가 그 독초를 먹는 것 같았지만 효과는 보이지 않습니다. 다시 그에게 말을 걸어 보세요.				
QUEST_LV_0300_20150717_000092	毒草を聖水に混ぜて飲めば、シュトリガイラの望みが叶いそうです。クレリックマスターから聖水をもらってください。	독초를 먹어도 효과가 없자, 아무래도 독초를 성수에 섞어 먹으면 쉬트리가일라가 바라는 바를 이룰 수 있을 것 같습니다. 클레릭 마스터를 찾아 가 성수를 얻어 오세요.				
QUEST_LV_0300_20150717_000093	端末機破壊	단말기 파괴				
QUEST_LV_0300_20150717_000094	シュトリガイラと話してください。	쉬트리가일라와 더 대화해 보세요.				
QUEST_LV_0300_20150717_000095	霊魂集約端末機を破壊する	영혼 집약 단말기 파괴하기				
QUEST_LV_0300_20150717_000096	シュトリガイラを手伝うためには、とりあえず霊魂集約装置を破壊しなければならないようです。その前に霊魂集約装置の端末機を順に破壊して霊魂集約装置の本体を破壊する道具の材料を手に入れる必要があるそうです。まずは一つ目の端末機を破壊してください。	쉬트리가일라를 도와주기 위해서는 일단 영혼 집약 장치를 파괴 해야 할 것 같습니다. 그 이전에 영혼 집약 장치의 단말기를 차례로 파괴해서 영혼 집약 장치 본체를 파괴할 도구의 재료를 구해야 한다고 합니다. 먼저 첫 번째 단말기를 파괴 하세요.				
QUEST_LV_0300_20150717_000097	シュトリガイラに伝える	쉬트리가일라에게 알려 주기				
QUEST_LV_0300_20150717_000098	端末機を破壊しました。また、端末機の核も無事手に入れました。この核をシュトリガイラに届けてください。	단말기를 파괴 했습니다. 또한 단말기의 핵도 무사히 구했습니다. 이 핵을 쉬트리가일라에게 전해 주세요.				
QUEST_LV_0300_20150717_000099	端末機を破壊して核入手	단말기를 파괴하고 핵 구하기				
QUEST_LV_0300_20150717_000100	二つ目の地域の端末機を破壊するにはどうすればいいのか、シュトリガイラと話してみてください。	두 번째 지역의 단말기를 파괴 하기 위해서는 어떻게 해야 하는지 쉬트리가일라와 이야기 해 보세요.				
QUEST_LV_0300_20150717_000101	石化物の粉を集める	석화물 가루 긁어 모으기				
QUEST_LV_0300_20150717_000102	シュトリガイラに言われた通り、端末機を破壊するための爆薬の粉の効果を増幅させる材料として、この一体の石化物から粉を集めましょう。	쉬트리가일라의 말에 따라, 단말기를 파괴 하기 위한 폭약가루의 효과 증폭을 위한 재료로 그 일대의 석화물에서 석화가루를 긁어 모아 봅시다.				
QUEST_LV_0300_20150717_000103	端末機を爆破する	단말기 폭파하기				
QUEST_LV_0300_20150717_000104	シュトリガイラがくれた爆薬の粉と採取した石化物の粉で二つ目の端末機を爆破してください。	쉬트리가일라가 준 폭약가루와 채취한 석화물 가루로 두 번째 단말기를 폭파 시키세요.				
QUEST_LV_0300_20150717_000105	次の端末機を破壊するにはどうすればいいのか、シュトリガイラと話してみてください。	다음 단말기를 파괴 하기 위해 어떻게 해야 하는지 쉬트리가일라와 대화해 보세요.				
QUEST_LV_0300_20150717_000106	端末機を破壊	단말기 파괴 하기				
QUEST_LV_0300_20150717_000107	シュトリガイラの言葉通り、三つ目の端末機に接近すればノックダウンしてしまいます。三つ目の端末機付近の石化したモンスターからコアを手に入れ、端末機に投げつけて端末機を破壊してください。	쉬트리가일라의 말 대로 세 번째 단말기에 접근하면 넉다운 됩니다. 세 번째 단말기 근처의 석화 된 몬스터로부터 코어를 구해 단말기를 향해 던져서 단말기를 파괴 하세요.				
QUEST_LV_0300_20150717_000108	そして、永久の眠りへ	그리고 영원한 안식				
QUEST_LV_0300_20150717_000109	端末機をすべて壊したので、シュトリガイラのところに戻りましょう。	단말기들을 모두 없앴으니, 이제 쉬트리가일라에게 돌아가 보세요.				
QUEST_LV_0300_20150717_000110	魔法のオーブの材料入手	마법 오브의 재료 구하기				
QUEST_LV_0300_20150717_000111	シュトリガイラから、霊魂集約装置に吸われた霊魂を出すのに使うオーブの製造書をもらいました。シュトリガイラが入手できなかった材料をモンスターから手に入れ、製造書を使ってシュトリガイラの魔法のオーブを作ってください。	쉬트리가일라로부터 영혼 집약 장치에서 영혼을 모두 빠져 나가게 할 오브를 만들 수 있는 제작서를 받았습니다. 쉬트리가일라가 미쳐 구하지 못한 재료를 몬스터로부터 구한 뒤 제작서를 사용하여 쉬트드가일라의 마법 오브를 만들어 보세요.				
QUEST_LV_0300_20150717_000112	霊魂集約装置を破壊しに行く	영혼 집약 장치 파괴하러 가기				
QUEST_LV_0300_20150717_000113	シュトリガイラの魔法のオーブを作りました。オーブを霊魂集約装置のところへ持って行ってください。	쉬트리가일라의 마법 오브를 만들었습니다. 이제 오브를 영혼 집약 장치에 가져가세요.				
QUEST_LV_0300_20150717_000114	霊魂集約装置を破壊	영혼 집약 장치 파괴				
QUEST_LV_0300_20150717_000115	シュトリガイラのオーブを使って、霊魂集約装置を破壊してください。	쉬트리가일라의 오브를 가지고, 영혼 집약 장치를 파괴 하세요.				
QUEST_LV_0300_20150717_000116	シュトリガイラのオーブを設置すると、ものすごい反応を起こしながらモンスターが集まって来ました！モンスターを倒してください！	쉬트리가일라의 오브를 설치 했더니, 엄청난 반응을 일으키면서 몬스터들이 몰려들었습니다! 몬스터들을 물리치세요!				
QUEST_LV_0300_20150717_000117	霊魂集約装置が破壊されました。シュトリガイラのところへ戻ってください。	영혼 집약 장치가 파괴되었습니다. 이제 쉬트리가일라에게 돌아가 보세요.				
QUEST_LV_0300_20150717_000118	シュトリガイラと最後の挨拶をする	쉬트리가일라와 마지막 인사 하기				
QUEST_LV_0300_20150717_000119	シュトリガイラの願いを叶える時間が来たようです。	쉬트리가일라의 소원을 들어 줄  시간인 것 같습니다.				
QUEST_LV_0300_20150729_000120	私が死ねるよう協力するなら、その呪いを解いてやろう。	나의 죽음에 협조하면 그 저주를 풀어 주겠다.				쉬트리가일라
QUEST_LV_0300_20150729_000121	動くことも死ぬこともできない身体など、どうなっても構わない。{nl}ただ、もう休みたいだけだ。	움직이지도, 떠나지도 못하는 몸 따위 어찌 된 들 무슨 상관인가.{nl}그냥 좀 쉬고 싶을 뿐.				쉬트리가일라
QUEST_LV_0300_20150729_000122	あの上の方にある毒草を集めてくれ。	저 위쪽의 독초를 구해 오면 된다.				쉬트리가일라
QUEST_LV_0300_20150729_000123	ここの草は猛毒で有名なんだ。	이 곳의 풀은 맹독으로 유명하지..				쉬트리가일라
QUEST_LV_0300_20150729_000124	ありがとう。一つずつ食べてみるか…。	고맙네. 하나씩 먹어볼까..				쉬트리가일라
QUEST_LV_0300_20150729_000125	予想通り…何事も起きないか。{nl}だが、クレリックマスターが持っているという聖水に混ぜて飲めば、この魔族の身体は簡単に滅びるかもしれない。	예상대로.. 그대로군.{nl}클레릭마스터가 들고 있다는 성수에 섞어 먹으면 마족의 몸은 쉽게 죽을 수 있지 않을까.				쉬트리가일라
QUEST_LV_0300_20150729_000126	クレリックマスター！{nl}彼から聖水をもらって来てくれ。	클레릭 마스터!{nl}그에게로 가서 성수를 얻어와 주게.				쉬트리가일라
QUEST_LV_0300_20150729_000127	クラペダまでの無事を祈ろう。	클라페다까지 무사하길.				쉬트리가일라
QUEST_LV_0300_20150729_000128	…？{nl}ディンゴパシル地区の霊魂管理者？{nl}彼は魔族ではないのですか？	..?{nl}딩고파실 지구의 영혼 관리자?{nl}그 자는 마족 아닙니까?				
QUEST_LV_0300_20150729_000129	あなたが魔族に協力しているのですか？{nl}個人的なことには関与すべきではありませんが、女神に仕えるマスターとしてそのようなことに協力することはできません。お引き取りください。	계시자님이 마족의 일을 돕고 있다구요?{nl}개인적인 일들이야 관여하지 않겠습니다만, 여신을 섬기는 마스터로서 그 일에 협조할 수는 없습니다. 돌아가 주십시오.				
QUEST_LV_0300_20150729_000130	魔族にはどんなことであっても協力しません。	마족의 일에는 앞으로도 협조하지 않을 것입니다.				클레릭 마스터
QUEST_LV_0300_20150729_000131	なるほど…そうか。{nl}期待をし過ぎたのかもしれんな。	과연.. 그러했군..{nl}괜한 기대를 한 것인가.				쉬트리가일라
QUEST_LV_0300_20150729_000132	こうなったら、あの方法を試すしかない。{nl}ここにある霊魂集約機の破壊…。{nl}私をここに閉じ込めた者たちが言っていた。{nl}私と霊魂集約機は一心同体だと。なぜその言葉を今まで忘れていたのだろうか。	이렇게 되면 이제는 그 방법을 시도 해 봐야겠는걸.{nl}이 곳에 있는 영혼 집약기를 파괴 하는 것..{nl}나를 여기 보낸 이들이 말했지.{nl}나와 영혼 집약기는 하나라고. 왜 그 말을 지금껏 잊고 있었을까.				
QUEST_LV_0300_20150729_000133	ここのどこかにある霊魂集約機は、人間の霊魂を吸収する装置だ。{nl}そのエネルギーをどこかに集めて使っている。{nl}こうして石化の霜が吹くようになってからも、カリス騎士団や盗掘師、王国軍が活動をしているこの場所は、霊魂集約機を置くのにはピッタリなのだろう。	이 곳 어딘가에 있는 영혼집약기는 인간의 영혼을 흡수하는 장치라네.{nl}그 에너지를 어딘가에 모아서 사용하고 있지.{nl}이렇게 석화서리가 불어오고 난 뒤에도 칼리스 기사단과 도굴꾼들, 왕국군이 활동하는 이 곳은 영혼 집약기가 있기에는 정말 적당한 장소겠지..				마족 쉬트리가일라
QUEST_LV_0300_20150729_000134	{nl}{nl}考えてみたら、私をここに入れた者たちは永遠に霊魂を集めるために私を霊魂集約機と生命でつなげたのではないだろうか。霊魂集約機が破壊されれば、私も死ねるかもしれない…。	{nl}{nl}생각해 보면 나를 이 곳에 보낸 이들은 그렇게 영원히 영혼을 모으기 위해 나를 영혼집약기와 생명으로 연결해 놓은 것이 아닐까. 영혼 집약기가 파괴 되면 나도 죽을 수 있지 않을까.				마족 쉬트리가일라
QUEST_LV_0300_20150729_000135	霊魂集約機は3台の端末機からも霊魂を吸収する。{nl}少し前にお前が感じたあの嫌な感覚は端末機が霊魂を吸収する過程で感じるものだ。{nl}とにかく、その端末機を順に壊してみるとしよう。	영혼 집약기는 3개의 단말기로부터도 영혼을 흡수하지.{nl}조금 전의 네가 느꼈던 그 나쁜 기운도 단말기가 영혼을 흡수하는 과정이었어.{nl}일단 그 단말기들을 차례로 없애 보도록 하세.				
QUEST_LV_0300_20150729_000136	{nl}破壊に成功すれば、端末機の核が手に入るはずだ。{nl}その核を集めて集約機の破壊に必要なオーブを作らねば。	{nl}파괴하는데 성공하면 단말기의 핵을 구할 수 있을거야.{nl}그 핵을 모아서 집약기의 파괴를 도와 줄 오브를 만들어야지.				
QUEST_LV_0300_20150729_000137	よし。この核は霊魂集約機本体の過負荷を起こすオーブの材料になる。{nl}ああ、死が少しずつ近づいてきたぞ…。	잘 했군. 이 핵은 영혼 집약기 본체의 과부하를 일으킬 오브의 재료가 될 거야.{nl}이제 점점 죽음이 다가온다.				쉬트리가일라
QUEST_LV_0300_20150729_000138	二つ目の端末機は爆破する。{nl}私が渡す爆薬の効果を増幅するため、その地域で石化物の粉を集めてくれ。{nl}石化の霜が吹き荒ぶ地域だから、石化物はどこにでもあるぞ。	두 번째 단말기는 터뜨려 보도록 하게.{nl}여기 내가 폭약을 줄 테니, 이 폭약의 효과를 증폭시키도록 그 지역에서 석화물가루를 긁어가 봐.{nl}석화서리가 수시로 불어오는 지역 답게 석화물은 어디에나 있어.				
QUEST_LV_0300_20150729_000139	これまでと同じく、次の端末機も核を手に入れなければならない。	역시 이번에도 단말기의 핵을 구해 와야 해.				
QUEST_LV_0300_20150729_000140	いよいよ最後の端末機だな…。だんだん力が抜けていくようだ…。{nl}もしかしたら、最後の端末機は暴走しているかもしれない。{nl}周辺にいる石化したモンスターからコアを手に入れ、端末機に投げてみろ。{nl}徐々に崩れて行くはずだ。	이제 마지막 단말기군.. 서서히 기운이 빠지고 있어..{nl}아마 마지막 단말기는 폭주하고 있을지도 모르겠어.{nl}주변의 석화된 몬스터들로부터 석화된 몬스터의 코어를 얻어서 단말기에 던져 봐.{nl}서서히 무너질걸세.				쉬트리가일라
QUEST_LV_0300_20150729_000141	それから…やっぱり核が必要だ。{nl}その核には霊魂が凝縮されていてな…。それを集めて霊魂集約機の過負荷を起こすオーブを作るつもりだ	그리고 역시 그 핵을 가져와야겠지.{nl}그 핵들에는 영혼들이 응축되어 있어서.. 그걸 모아 영혼 집약기의 과부하를 일으킬 오브를 만들면 돼.				쉬트리가일라
